melpID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	day	TF	eratoID
36	HMEL008789g3.t1	43.2440389652996	-4.71160978837324	1.9076361791742	-2.46986812255409	0.0135162870307074	0.483523651671448	0	bab1	evm.model.Herato2101.308
37	HMEL009784g1.t1	197.408521726088	-1.14636539127588	0.940758667191208	-1.21855416405415	0.22301345501058	0.935463109133294	0	brk	evm.model.Herato1108.432
38	HMEL009784g1.t1	91.2524543503755	-1.65696876994463	0.398518985967063	-4.15781638589628	3.21304108006576e-05	0.00115358215527736	1	brk	evm.model.Herato1108.432
39	HMEL009784g1.t1	284.086890919929	-0.638894610222602	0.447888409930716	-1.42645935026859	0.153735792558704	0.809906494810767	2	brk	evm.model.Herato1108.432
40	HMEL011021g1.t1	4.90391683919241	-4.10798283152729	1.49129833790979	-2.75463515723155	0.00587576158338941	0.0491314591204956	1	Awh	evm.model.Herato2101.53
41	HMEL011021g1.t1	0	0	0	0	1	0	2	Awh	evm.model.Herato2101.53
42	HMEL011021g1.t1	3.25981232257326	-5.62452084121193	3.95249682972253	-1.42302981723246	0.154727511733651	0.876915566936785	0	Awh	evm.model.Herato2101.53
43	HMEL011193g1.t1	0.619657203652389	-3.83080190530769	3.97042174864447	-0.964835009433331	0.334627457586601	0	0	eve	evm.model.Herato0701.97
44	HMEL011193g1.t1	0.056600899742744	0.504092750801308	3.05092031012241	0.16522645613811	0.868765742452724	0	1	eve	evm.model.Herato0701.97
45	HMEL011193g1.t1	0	0	0	0	0	0	2	eve	evm.model.Herato0701.97
46	HMEL011725g1.t1	9.21774659489641	0.905768291671934	0.848531032054325	1.06745452724226	0.285766637096537	0.939293429301158	0	opa	evm.model.Herato1108.245
47	HMEL011725g1.t1	23.9499913842342	1.49746787289533	0.750360686865396	1.9956640840966	0.045970498959689	0.179461455164073	1	opa	evm.model.Herato1108.245
48	HMEL011725g1.t1	5.46261855042408	0.432723079532784	1.24253915062163	0.348257098632504	0.727647109849271	0.979363099821136	2	opa	evm.model.Herato1108.245
49	HMEL011931g1.t1	52.3960507089375	-0.352110409690159	0.527153645139149	-0.667946457236798	0.504167770935733	0.9503572797939	2	gce_Clk	evm.model.Herato1202.510
50	HMEL011931g1.t1	52.368131340152	-0.806242769278504	0.79022859346382	-1.02026524469899	0.307602681775967	0.939293429301158	0	gce_Clk	evm.model.Herato1202.510
51	HMEL011931g1.t1	66.9626044472473	0.0283644408165523	0.347523338824485	0.0816188084302379	0.934949844230817	0.970162460293339	1	gce_Clk	evm.model.Herato1202.510
52	HMEL012302g1.t2	11.6136156267944	-1.37943972032687	1.1971079087449	-1.15231025561691	0.249193604168009	0.939293429301158	0	acj6	evm.model.Herato0204.44
53	HMEL012302g1.t2	1.4736389786696	0.971276897332704	0.980860350022704	0.990229544205983	0.322061934991873	0.566949064859721	1	acj6	evm.model.Herato0204.44
54	HMEL012302g1.t2	1.97551203333313	-0.335867979002242	0.906656597359669	-0.370446738026661	0.711049654916392	0.979016237384219	2	acj6	evm.model.Herato0204.44
55	HMEL012334g1.t1	0.0455338189225514	0.42799509669109	3.04095425308157	0.140743681447157	0.888072435728972	0	2	br	evm.model.Herato1202.800
56	HMEL012334g1.t1	1.55642172552217	0.438385285984028	2.33894994041108	0.187428246500641	0.851324877503903	0.967899866225836	0	br	evm.model.Herato1202.800
57	HMEL012334g1.t1	0.0394189465600537	-0.0569483930332764	3.05092031012241	-0.0186659719837099	0.985107573946323	0	1	br	evm.model.Herato1202.800
58	HMEL015209g1.t1	0.0808195101075389	-0.684714070384137	3.03865927605589	-0.22533427020909	0.821719241352853	0	2	hb	evm.model.Herato1108.80
59	HMEL015209g1.t1	0.341080517542911	0.116215470144654	2.02927106602113	0.0572695644710105	0.954330464581473	0	1	hb	evm.model.Herato1108.80
60	HMEL015209g1.t1	0	0	0	0	0	0	0	hb	evm.model.Herato1108.80
61	HMEL015430g1.t1	0	0	0	0	0	0	1	exd	evm.model.Herato1108.552
62	HMEL015430g1.t1	0	0	0	0	0	0	2	exd	evm.model.Herato1108.552
63	HMEL015430g1.t1	0	0	0	0	0	0	0	exd	evm.model.Herato1108.552
64	HMEL016061g1.t2	0	0	0	0	0	0	0	HLH54F_da	evm.model.Herato0701.14
65	HMEL016061g1.t2	0	0	0	0	0	0	1	HLH54F_da	evm.model.Herato0701.14
66	HMEL016061g1.t2	0	0	0	0	0	0	2	HLH54F_da	evm.model.Herato0701.14
67	HMEL016327g1.t1	68.8509829469268	-0.924385253938784	0.625600614164827	-1.47759646171837	0.139515821989512	0.797023580644974	2	ci	evm.model.Herato1807.12
68	HMEL016327g1.t1	619.935051351857	-0.561070097091892	1.32722193632518	-0.422740222818639	0.672484805467774	0.940260547790964	0	ci	evm.model.Herato1807.12
69	HMEL016327g1.t1	203.674018021889	0.154182774368226	0.516185240480456	0.298696596254312	0.765171554357812	0.883736650174005	1	ci	evm.model.Herato1807.12
70	HMEL021801g1.t1	0	0	0	0	0	0	2	ey	evm.model.Herato1301.690
71	HMEL021801g1.t1	0	0	0	0	0	0	1	ey	evm.model.Herato1301.690
72	HMEL021801g1.t1	0	0	0	0	0	0	0	ey	evm.model.Herato1301.690
73	HMEL025035-RA	0.134990967258303	0.34379223414231	2.82689622966405	0.121614734398357	0.903204143748809	0	1	Abd-B	evm.model.Herato0310.120
74	HMEL025035-RA	0.0789854970246868	0.42799509669109	3.04095425308157	0.140743681447157	0.888072435728972	0	2	Abd-B	evm.model.Herato0310.120
75	HMEL025035-RA	0.238329693712457	-3.00235761293666	3.97752729142681	-0.754830172858388	0.450350887255718	0	0	Abd-B	evm.model.Herato0310.120
76	HMEL025054-RA	0.407476540321657	-2.2840468528892	3.98771113065937	-0.572771391420102	0.56679949195919	0	0	DFD	evm.model.Herato0310.131
77	HMEL025054-RA	0.407476540321657	-2.2840468528892	3.98771113065937	-0.572771391420102	0.56679949195919	0	0	Scr	evm.model.Herato0310.131
78	HMEL025054-RA	4.0791605746263	-3.28846555544023	1.18727913160821	-2.76974930990818	0.00560994524091896	0.0475665393896073	1	DFD	evm.model.Herato0310.131
79	HMEL025054-RA	4.0791605746263	-3.28846555544023	1.18727913160821	-2.76974930990818	0.00560994524091896	0.0475665393896073	1	Scr	evm.model.Herato0310.131
80	HMEL025054-RA	0.530575130360782	-1.96328414591873	2.35419425310503	-0.83395163475966	0.404308238716376	0	2	DFD	evm.model.Herato0310.131
81	HMEL025054-RA	0.530575130360782	-1.96328414591873	2.35419425310503	-0.83395163475966	0.404308238716376	0	2	Scr	evm.model.Herato0310.131
82	HMEL025056-RA	15.9102721162042	-6.53318733945062	0.95052555778349	-6.87323690136772	6.27612084421112e-12	4.50664702369634e-09	1	Ubx	evm.model.Herato0310.123
83	HMEL025056-RA	14.4885672344298	-6.47808838144764	1.04315963114598	-6.21006429699643	5.29629265084434e-10	5.75177381881696e-06	2	Ubx	evm.model.Herato0310.123
84	HMEL025056-RA	76.0967849839306	-0.656127059773565	2.04704414011884	-0.320524138641912	0.74857103480013	0.949897239596031	0	Ubx	evm.model.Herato0310.123
85	HMEL030930g1.t1	0.298458181702992	-0.37824313255018	2.77875317200653	-0.136119730374271	0.891726630116675	0	0	Atf6	evm.model.Herato1603.1
86	HMEL030930g1.t1	0.692263391716487	1.09958878395446	1.38721241441511	0.792660714774591	0.427975524571157	0	1	Atf6	evm.model.Herato1603.1
87	HMEL030930g1.t1	0.66211276472047	-2.65677418557469	1.97780451118498	-1.3432946332916	0.179176589183118	0	2	Atf6	evm.model.Herato1603.1
88	HMEL032400g1.t1	0	0	0	0	0	0	0	retn	evm.model.Herato1408.153
89	HMEL032400g1.t1	0	0	0	0	0	0	1	retn	evm.model.Herato1408.153
90	HMEL032400g1.t1	0	0	0	0	0	0	2	retn	evm.model.Herato1408.153
