baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
HMEL001000g4.t1	0.0157067657455553	-0.490105419673209	2.98066755074416	-0.164428072346025	0.869394165783082	NA
HMEL001004g1.t1	207.472324405414	0.304924983140099	0.125548917144153	2.42873447319334	0.015151624361784	0.0361703447838197
HMEL001006g1.t1	622.025690180668	-0.640869220098994	0.193235801211331	-3.31651389691556	0.000911480541862803	0.00322102381878612
HMEL001009g1.t1	17.8358458969708	-2.44519344877765	0.449557465485241	-5.4391120969115	5.35467578673525e-08	5.4658824246959e-07
HMEL001009g2.t1	0	NA	NA	NA	NA	NA
HMEL001009g3.t1	0.0518418200647305	-0.558609646258397	2.98058629552397	-0.187416028550248	0.851334456294415	NA
HMEL001009g4.t1	12.7393807627507	-1.7460683423941	0.400502735776997	-4.35969142384666	1.30245976276605e-05	7.69888900956275e-05
HMEL001009g4.t2	1.0580816941991	-1.86832644836492	0.712215978119468	-2.62325826120615	0.00870932258656023	0.0226812189733828
HMEL001014g1.t1	128.898588912086	1.15035502626676	0.278005563648008	4.13788490838715	3.50522109260918e-05	0.000184951960004143
HMEL001017g1.t1	80.9149605654699	-0.757001479794848	0.330580134768526	-2.2899182382054	0.0220260567682962	0.0495094701235062
HMEL001018g1.t1	788.311598052603	2.65705431571808	0.397536744244605	6.68379553383673	2.32831607061495e-11	4.47935552888282e-10
HMEL001019g1.t1	1704.84738712442	0.110503162230727	0.169790193857959	0.650821815558856	0.515161516009774	0.617442797201362
HMEL001020g1.t1	1050.08810390616	-0.915836281947474	0.259899183818163	-3.52381361300555	0.000425383364555605	0.00166897267580701
HMEL001021g1.t1	0.363188905793274	1.28022812474636	0.910262533381821	1.40643833816826	0.159594002681311	0.250402147828841
HMEL001022g1.t1	315.346265543817	1.21571231980673	0.308306809758031	3.94318996963078	8.04049143216148e-05	0.000385042152266872
HMEL001028-RA	2.95583337220771	-1.51399653544986	0.763013574504679	-1.98423276601952	0.0472298974073719	0.0934956534607727
HMEL001029g1.t1	562.894645592905	0.19503009573022	0.260728937702581	0.748018602954978	0.454448936732168	0.561309904428499
HMEL001031g1.t1	205.220065146329	-1.5237502359022	0.250409101455504	-6.08504334325468	1.16459800750244e-09	1.62907510757066e-08
HMEL001034g1.t1	15.3694259495375	-0.266953293828143	0.287470819750774	-0.928627448377475	0.353082191854346	0.4635839006032
HMEL001034g2.t1	753.031640623235	-0.180920926582536	0.148176782700272	-1.22098025942767	0.222093494134279	0.324955227629235
HMEL001035g1.t1	15830.6428677836	-0.369303242652739	0.176618164688948	-2.09096976691576	0.0365307742184716	0.0755222224057137
HMEL001036g1.t1	1132.57273916965	-1.07763720176896	0.327943437058061	-3.28604594571646	0.00101604435445518	0.00354110455928626
HMEL001037g1.t1	334.754915961721	-0.617366948616148	0.274068268258913	-2.25260280052895	0.0242842043882578	0.0537767167690597
HMEL001038g1.t1	2.26274993303213	-2.31901830553778	0.655621891398209	-3.53712762792611	0.000404504144028346	0.0015967573372903
HMEL001039g1.t1	54.2713457696962	-1.15827661969956	0.401853560592152	-2.8823350923973	0.00394739697568868	0.0114659059694564
HMEL002001g1.t1	389.432489218314	-6.36939036868822	0.505959465505034	-12.5887364560528	2.43540536590626e-36	5.06564316108502e-34
HMEL002003g1.t1	0.145080024317811	-0.765167856290712	2.32368164174861	-0.329291174205306	0.741935614448845	NA
HMEL002008g1.t1	2663.7951550991	-5.83411092486877	0.518160650240211	-11.2592705026215	2.0847730103056e-29	2.51434136503412e-27
HMEL002010g1.t1	675.068054312058	0.444975930862764	0.285800998136318	1.55694323590334	0.119483963056845	0.198821314526591
HMEL002011g1.t1	87.7609519589704	0.623900880761	0.288153179863985	2.16517090339067	0.0303745997088589	0.0646422080703384
HMEL002012g1.t1	0.475080773641745	-0.914973297373808	0.902035583444009	-1.01434279774242	0.31041920905102	0.420414880466192
HMEL002016g1.t1	6.27104024203849	0.0858763582709131	0.395409473848661	0.21718336041635	0.828065451674527	0.873436055716898
HMEL002017g1.t1	15.419820275974	0.637624257461719	0.633100820627629	1.00714489175611	0.31386515096752	0.424102476738123
HMEL002020g1.t1	0.876821011156699	-2.79006565599242	1.43329389780124	-1.94661099183674	0.0515813898138358	0.100556385032351
HMEL002023g1.t1	10.3686260794496	-0.883265345127935	0.623514949291221	-1.41659048613347	0.156602691700535	0.246524276767147
HMEL002023g2.t1	9.91895460729785	-2.28659828323657	0.973929064034795	-2.34780783085335	0.0188842614714422	0.0434616614236912
HMEL002024g1.t1	2.71676328919704	-2.36903693746796	0.935251455376395	-2.53304811647103	0.0113075430032542	0.0283390874143166
HMEL002041g1.t1	0	NA	NA	NA	NA	NA
HMEL002041g1.t2	0	NA	NA	NA	NA	NA
HMEL002041g2.t1	0.0493049349949523	-0.0459097673564662	2.98056041648674	-0.0154030655116131	0.987710617792893	NA
HMEL002043-RA	1.05769449794616	0.443205456920298	0.539304830030571	0.821808803186826	0.411185722718104	0.521115250601405
HMEL002053g1.t1	2.3813654596701	-3.68440516186487	0.878132294480285	-4.195729031974	2.71995273186104e-05	0.000148034742539513
